N,Page,Channel ID,Name,Author,Description,percentage,Tags
244,17,930427,AIRQO-72 UNIT ACTIVE,airqodata02,AirQo unit with Dual PMS5003 sensors Salama Road Makindye,50,
245,17,1375494,AIRQO-G526 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,50,
246,17,1158574,Dew Point Measurement,mwa0000019696128,Matlab Analysis,50,
247,17,1259171,Station 01,mwa0000020558199,Matlab Analysis,50,
248,17,1104690,weather channel,mwa0000019062753,WEATHER PARAMETER ANALYSIS,50,
249,17,2464495,Smart Electricity Mo...,mwa0000030705680,Data taken from channel 1535887,50,
250,17,1295802,SoundAndLight,furryinteractive,Channel showing charts related to sound and light sensor,50,
251,17,2547016,srinath,mwa0000033453096,ss,50,
252,17,2977941,Stats,LN90009,statistics,50,
253,17,1014437,Testing,mwa0000017755613,test MQTT,50,
254,17,1651884,AirQo_G558,airqodata02,Airqo Gen5 Device,50,
255,17,665232,Teploty Doma,aa226181,"Teploty vzduchu, radiátoru a venkovní teplota",50,
256,18,2539231,AIRQO_G5345,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
257,18,1676950,Weather quality meas...,mwa0000025936477,"It is about measuring the quality of the weather, and comparing this measurement to the pollutant's air quality guideline or standard.",50,
258,18,813014,Air control,vitalym39,Air control,50,
259,18,1668300,Data collection from...,mwa0000020571351,"All data is from the channel: 333831
Based on the data collected, we are here to represent the total cost that saved when solar panel is installed.",50,
260,18,2258307,Kotimäentie,mwa0000030995813,Datalog,50,
261,18,1651885,AirQo_G559,airqodata02,Airqo Gen5 Deviec,50,
262,18,2398760,ESP32_TTGO_SCD40_02,mwa0000020835873,,50,"esp32,scd40"
263,18,2963751,airqo_g5519,airqodata02,St. Joseph's Vocational School Mbarara,50,
264,18,2532689,AIRQO_G5330,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
265,18,2907993,應研感潮河段 PET - Temp,mwa0000029068820,應研感潮河段 PET - Temp,50,
266,18,2907990,應研感潮河段 PET - EC,mwa0000029068820,應研感潮河段 PET - EC,50,
267,18,967593,AIRQO-82 UNIT ACTIVE,airqodata02,AirQo Gen4 unit,50,
268,18,2907984,應研感潮河段 PET - pH,mwa0000029068820,應研感潮河段 PET - pH,50,
269,18,2232307,Tide gauge Arrota - ...,mwa0000030698163,,50,"tide,portugal,ultrasonic,water level"
270,18,1105504,ADITYA,adityabec303,18BEC0303,50,
271,19,1105504,ADITYA,adityabec303,18BEC0303,50,
272,19,2539357,AIRQO_G5346,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
273,19,2532495,AIRQO_G5326,airqodata02,GEN 6 DEVICE FOR GAS SENSORING,50,
274,19,2532718,AIRQO_G5336,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED kawempe Division office,50,
275,19,2539226,AIRQO_G5342,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
276,19,912221,AIRQO-66 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensors Embassy of Sweden Loc B,50,
277,19,1668194,Analytical Data (Off...,mwa0000023410537,"Data Communication assignment - IoT Analytic Project (DK, HY, William)",50,
278,19,1816655,IoT Dashboard,mwa0000019974469,Reading from BME680,50,
279,19,2417538,Dew Point Measurement,andresprat,Collect Data and Analyze,50,
280,19,655398,Sauna + Keittiö,ruunula,Saunan tiedot,50,
281,19,1003913,"Humidity, Temp, Dew ...",mwa0000016265977,"previously named ThursdayFeb27

using channel 12397",50,
282,19,870142,AIRQO-58 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensor Kabumbi Nansana,50,
283,19,1379964,AIRQO-G531 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,50,
284,19,2084596,AirQo-G5162,airqodata02,Air quality monitor for kudho junior school,50,
285,19,1351544,AIRQO-G511 UNIT ACTIVE,airqodata02,"AirQo Gen5 Device Operations office, Pramukh Jinja",50,
286,20,2532675,AirQo G5328,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
287,20,2411655,Dew Point Measurement,mwa0000031767469,Test Channel 001,50,
288,20,989035,Dew point Measurement,moubag,This is a test (Collect data in a channel,50,
289,20,1035718,John Fernihough Week...,mwa0000017654309,"C19374606
Week 5/6/7
Temperature Conversion and avg. Humidity are on seperate channels",50,
290,20,689516,AIRQO-WB13 UNIT ACTIVE,airqodata02,AirQo Gen6 Steel and Tube Industries boiler area,50,
291,20,2539216,AIRQO_G5337,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
292,20,1373040,AIRQO-G520 UNIT ACTIVE,airqodata02,"Gen5 device, auto safety garage waigalo,makindye",50,
293,20,1795095,SDS011 sensor,mwa0000023022422,"UCSI University, Data Communication Assignment",50,
294,20,3242279,Experiment - Yago Rivas,mwa0000040289044,Class Project,50,
295,20,1789249,Data Communication A...,mwa0000023024955,"Analyze the relationship between air density with temperature, pressure and humidity. To discuss the importance of air density in various of application.",50,
296,20,2442954,IOT LAB,mwa0000033092750,Lab Work,50,
297,20,676000,AIRQO-WB10 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Fortportal,50,
298,20,1665915,Optimum Resource All...,mwa0000025770886,Creating and Testing application benchmark for optimum resource allocation in cloud,50,
299,20,1271430,Birdhouse2,mwa0000020729957,,50,birdhouse
300,20,3145420,moisture sensor,reddy6304025716,iot project using moisture sensor,50,
301,21,1454747,Mesure de la tempéra...,yannlouis,,50,"dht22,humidité"
302,21,2238364,Dew Point Measurement,mwa0000030756036,USP PSI3452,50,
303,21,2841345,IoT lab 3,mwa0000034812782,weather station data analysis,50,
304,21,2547024,Dew point calculation,mwa0000033988948,description,50,
305,21,2442956,distance finding,mwa0000028295592,calculating distance between object and sensor,50,
306,21,3255411,WeatherTest,mwa0000018981102,Test,50,
307,21,1909594,Dew Point,mwa0000028003499,Training exercise to measure the dew point on Mathworks weather center.,50,
308,21,2666133,Dew point measurement,mwa0000031077054,This channel depicts the dew point measured,50,
309,21,730016,AIRQO-WB34UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Victoria S,50,
310,21,1363163,Data1,mwa0000017881843,lab project,50,
311,21,870144,AIRQO-60 UNIT ACTIVE,airqodata02,"AirQo unit with dual pms5003 sensor Bbina Luzira, Kampala",50,
312,21,1250139,Koti kosteus,klkklk,Kosteusmittareiden data,50,
313,21,870147,AIRQO-63 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensor Nansana town council,50,
314,21,2084599,AirQo-G5164,airqodata02,Air quality monitor for kisumu county hospital,50,
315,21,1465722,IoT-Device1,mwa0000023445123,First Thing Speak Channel,50,
316,22,1003815,Dew Point Measuring,mwa0000017654285,Liam Fleming,50,
317,22,689525,AIRQO-WB17 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Bududa,50,
318,22,930433,AIRQO-78 UNIT ACTIVE,airqodata02,AirQo unit with Dual PMS5003 sensors,50,
319,22,672528,AIRQO-WB4 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Rubirizi,50,
320,22,1265118,PutraBudiansyah,mwa0000020676694,TugasPBSmod10a,50,
321,22,755609,AIRQO-WB41 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Kabale,50,
322,22,2539225,AIRQO_G5341,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
323,22,2084590,AirQo-G5159,airqodata02,Air quality monitor for Migosi primary school,50,
324,22,966569,channel_bed2,mwa0000017319734,this channel presents the services of bed2,50,
325,22,1003910,Dew Point Measurement,mwa0000017030841,Using Channel 12397,50,
326,22,2963645,airqo_g5499,airqodata02,Nyabuhama Primary School,50,
327,22,1739561,AirQo_G574,airqodata02,Vanguard Primary School,50,
328,22,2084584,AirQo-G5157,airqodata02,Air quality monitor for JOOTRH,50,
329,22,999913,Dew Point Measurement,gerryheapes,Calculation of dew point for remote location using data from sensors and Matlab.,50,
330,22,2874906,airqo_g5481,airqodata02,Ruti Health Center II,50,
331,23,1623468,Birdhouse3,mwa0000020729957,,50,birdhouse
332,23,1379966,AIRQO-G533 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,50,
333,23,1014689,AIRQO-93 UNIT ACTIVE,airqodata02,AirQo Gen4 unit at masaka,50,
334,23,2980109,Dew Point Measurement,YuntianWu,Example of ThingSpeak tutorial,50,
335,23,1375491,AIRQO-G523 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,50,
336,23,1351535,AIRQO-G507 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,50,
337,23,2874767,airqo_g5438,airqodata02,"st.ponsiano primary school, Salama road",50,
338,23,912222,AIRQO-67 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensors Mbuya,50,
339,23,2084575,AirQo-G5152,airqodata02,Air quality monitor for kisumu railway station,50,
340,23,1290040,AIRQO-G504 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,50,
341,23,832254,AIRQO-54 UNIT ACTIVE,airqodata02,Unit with Dual pms5003 sensors Kawempe.,50,
342,23,718028,AIRQO-WB29 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Victoria S,50,
343,23,3263452,Soil Moisture monito...,mwa0000038262483,Measurement of soil Moisture using sensors,50,
344,23,2532697,AIRQO_G5331,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
345,23,1375492,AIRQO-G524 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,50,
346,24,1265300,Praktikum PBS Modul 10,mwa0000020659693,Putri Shalsabilla Azzahra - 6706184038,50,
347,24,1669723,Air Quality (Germany),mwa0000025842364,D&C Assignment,50,
348,24,2874898,airqo_g5477,airqodata02,Katukuru Primary School,50,
349,24,1874809,Airqo_G5101,airqodata02,"Water and Environment House, Luzira Kampala",50,
350,24,30636,30636 Iot Device Status,trickedj,IoT Data Feed,50,
351,24,26307,26307 Greenhouse,trickedj,Greenhouse,50,
352,24,21450,21450 Weather,trickedj,Iot Weather Data,50,
353,24,1371822,AIRQO-G513 UNIT ACTIVE,airqodata02,"AirQo Generation 5 monitor Nsawo, Namugongo",50,
354,24,1375490,AIRQO-G522 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor Kirinya COU p/s,50,
355,24,1358286,Dew Point Measurement,mwa0000020318283,First test of making a new channel,50,
356,24,1003800,Dew Point Measurement,mwa0000017654337,Coming from Matlab head quarters,50,
357,24,2073499,Imu,mwa0000027677178,sensor updates,50,
358,24,1324552,Prueba1,mwa0000021820998,prueba de IOT,50,
359,24,2628031,Model Node 1 Data,mwa0000026450695,"Temperature every 5 minutes, Soil Moisture every 2 hours, Analog Voltage every 20 seconds.",50,
360,24,689753,AIRQO-WB23 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Jinja Main Street,50,
361,25,1379967,AIRQO-G534 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,50,
362,25,1375499,AIRQO-G530 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,50,
363,25,2857186,Air Quality Indexes,mwa0000030509287,This is an assignment for data communication and networks,50,
364,25,2874856,airqo_g5463,airqodata02,Kaburangi COU,50,
365,25,1014688,AIRQO-92 UNIT ACTIVE,airqodata02,AirQo Gen4 unit,50,
366,25,1730401,Dew Point Measurement,mwa0000012207092,Prueba,50,
367,25,1373036,AIRQO-G516 UNIT ACTIVE,airqodata02,"AirQo Gen5 monitor Buto,bweyogerere",50,
368,25,3000994,airqo_g5570,airqodata02,Biharwe Health Center III,50,
369,25,967600,AIRQO-88 UNIT ACTIVE,airqodata02,AirQo Gen4 unit,50,
370,25,3263516,EXP 9,mwa0000034340821,UPLOADING DATA,50,
371,25,3263326,Hum & Tem,mwa0000030824700,Reading temperatue values and humidity values,50,
372,25,3263502,EXP-9,mwa0000034478558,DATA,50,
373,25,3263421,Capteur DHT CIEL,mwa0000040454706,Capteur de température et d'humidité,50,
374,25,3000918,airqo_g5544,airqodata02,St. Mary's Primary School Mbarara,50,
375,25,3263275,ROBO CULTURE DASHBOARD,mwa0000040454446,Agriculture station,50,
376,26,1461499,DewpointB2105,darshitashah45,this channel calculates the dew point,50,
377,26,3263480,exp9,mwa0000034446132,uploading,50,
378,26,3263478,EXP_9,mwa0000034333859,uploading data,50,
379,26,3263465,exp9,mwa0000034446166,uploading,50,
380,26,3263470,EXP 9,mwa0000034446137,UPLOADING DATA,50,
381,26,3263469,QRNG Secure Sensor Data,mwa0000034084267,Sensor data secured using QRNG-based hashing and signing (ESP8266),50,
382,26,3263462,Weather Monitoring,mwa0000040455178,Measurement of weather using sensors,50,
383,26,1676740,"Force, Heat Index an...",mwa0000021466778,"Calculating the force generated by the wind, heat index generated by the temperature and humidity and the wind pressure",50,
384,26,1106668,weather channel,mwa0000017916745,analyzing weather,50,
385,26,2650152,AIRQO_G5373,airqodata02,Victoria S,50,
386,26,2963719,airqo_g5505,airqodata02,"Bukasa Kira, Wakiso",50,
387,26,3263415,exp 9,mwa0000034446171,uploading,50,
388,26,1801019,SDS011 sensor (Air Q...,mwa0000023022422,"UCSI University,
Data Communication & Networks Assignment",50,
389,26,1371829,AIRQO-G514 UNIT ACTIVE,airqodata02,"AirQo generation 5 monitor,Kitukutwe",50,
390,26,3263382,exp9,mwa0000034446145,uploading,50,
391,27,3263376,EXP 9,mwa0000034446178,Uploading Data,50,
392,27,3263353,Proyecto IoT 2mnt Ja...,mwa0000040454564,Recogida de datos de los sensores de temperatura,50,
393,27,3248989,Optativa,Olgagarciatruji,Clase de optativa,50,
394,27,3263349,exp9,mwa0000034353725,Reading temperature and humidity readings,50,
395,27,3263343,exp9,mwa0000034333720,humidity and temperature,50,
396,27,3263338,exp9,mwa0000034376916,reading temp&hum,50,
397,27,3263330,exp9,mwa0000034354317,reading temp and humidity values,50,
398,27,3263322,Exp9,mwa0000034354740,Reading temperature and humidity values,50,
399,27,3263339,exp-9,mwa0000034363320,Reading humidity and temperature values,50,
400,27,3263323,Humi&Temp,mwa0000034326445,reading temperature &humidity,50,
401,27,3263341,Exp 9,mwa0000034363228,Reading,50,
402,27,3263321,Hum & Tem,mwa0000034319327,...,50,
403,27,3263328,IOT EXP 9,mwa0000034326824,SENSORING TEMPERATURE AND HUMADITY VALUES.,50,
404,27,3263340,Exp9,mwa0000034327369,reading the humidity and temperature values,50,
405,27,3263342,exp 9,mwa0000034340185,reading temperature & humidity,50,
406,28,3263336,Humidity&temperature,mwa0000034319382,matlkab,50,
407,28,3263316,Capteur DHT CIEL,mwa0000040454794,Capteur de température et d'humidité,50,
408,28,3253826,Capteur DHT CIEL,mwa0000040386912,Capteur de température et d'humidité,50,
409,28,1379965,AIRQO-G532 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,50,
410,28,2332960,SugarValley,mwa0000031790061,Temperatura,50,
411,28,1003787,Dew Point Measurement,mwa0000017060118,Info coming from MatLab HQ,50,
412,28,1193361,IoT,mwa0000018333133,Familiarización con ThingSpeak,50,
413,28,2880926,DCM test UCSI Block E,mwa0000023141307,This is a channel created for Data Communication Assignment. It shows the DCM test at the Block E of UCSI University Kuala Lumpur campus.,50,
414,28,368850,Home [fridge + CO2],nostrebor,"Fridge
CO2
Electricity meter",50,
415,28,3253640,Capteur DHT,mwa0000040386323,Capteur de température et d'humidité,50,
416,28,80039,ESP_8266,yhnm00,home,50,
417,28,3263276,Capteur DHT CIEL,mwa0000034920352,Capteur de température et d'humidité,50,
418,28,1373039,AIRQO-G519 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,50,
419,28,3263271,Capteur DHT CIEL,mwa0000040454449,Capteur de température et d'humidité,50,
420,28,2084581,AirQo-G5156,airqodata02,Air quality monitor for kuoyo health centre,50,
421,29,1373037,AIRQO-G517 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,50,
422,29,1880565,BeeFamily,mwa0000027757584,Beehives Scales,50,
423,29,3253135,esp 32,mwa0000040384354,sensor reading,50,
424,29,2539218,AIRQO_G5339,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,50,
425,29,3253258,嘘,mwa0000040384674,666,50,
426,29,1290038,AIRQO-G502 UNIT ACTIVE,airqodata02,gen5 device,50,
427,29,3262764,exp9,mwa0000034392511,temperature and humidity,50,
428,29,3262607,Humidity Temperature...,mwa0000040453071,"In this tutorial, we will learn how to monitor humidity and temperature using the DHT11 sensor and NodeMCU ESP8266, and then upload the readings to the ThingSpeak cloud server. The DHT11 will be used to measure temperature and humidity, while ThingSpeak w",50,
429,29,1379969,AIRQO-G535 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,50,
430,29,1014692,AIRQO-95 UNIT ACTIVE,airqodata02,AirQo Gen4 unit,50,
431,29,3262719,dhtexp9,mwa0000034282492,calculation of  temperature and humidity,50,
432,29,3262694,exp9,mwa0000034318898,temperature and humidity data,50,
433,29,3262685,DHT11,mwa0000034260867,Temp and Hum reading,50,
434,29,3175302,BragerOne,mwa0000039691603,Parametry z pieca,50,
435,29,3262672,dhtexp9,mwa0000034370544,calculation of temperature and humidity,50,
436,30,3262664,exp9,mwa0000034260870,temperature and humidity,50,
437,30,3262666,exp9,mwa0000034226530,temperature and humidity,50,
438,30,3262667,exp9,mwa0000034226523,calculation of temp and humidity,50,
439,30,3262669,Temp&Humi,mwa0000034491977,caluclate the temperature and humdity,50,
440,30,3262665,DHT,mwa0000034244578,Calculation of temperature and humidity,50,
441,30,3262668,EXPERIMENT 9,mwa0000034525487,calculation of temperature and humidity,50,
442,30,3262541,iotvv,mwa0000040452865,"dance, song ^.^",50,
443,30,3262534,iot01,mwa0000040452850,none stop,50,
444,30,3262559,IoT G02,mwa0000039978312,13 / 02,50,
445,30,2084579,AirQo-G5155,airqodata02,Air quality monitor for kisumu social centre,50,
446,30,1842172,Gasverbrauch,shuppertz,Gasverbrauch Pützweg 7,50,
447,30,3262511,Exp4,mwa0000036694515,Distance measurement,50,
448,30,3262514,Experiment 4,mwa0000040452724,something,50,
449,30,3262509,exp4,mwa0000040452724,woah,50,
450,30,3262507,ultrasonic,mwa0000036620814,..,50,
451,31,3239234,Granja IOT,mwa0000040256265,granja IoT Benedikta Zur NIeden,50,
452,31,3259830,Automated Laundry Ra...,mwa0000039687628,"This channel stores real-time sensor and system data for an automated laundry rack system.
The data is used to monitor rack movements",50,
453,31,2433113,Voltages,mwa0000018649137,Mailbox and Server Voltages,50,
454,31,2084571,AirQo-G5149,airqodata02,Geohealth Hub Nairobi BAM,50,
455,31,2818327,trial esp 8266,mwa0000036622234,24/1/25,50,
456,31,1801374,Wind Power Monitoring,mwa0000019023350,Monitor wind speed and carry out analysis for wind turbine generation: BEE3033 Assignment Project,50,
457,31,3262329,Monitoring Kelistrik...,heldha040903,Pemantauan perameter kelistrikan antar fasa pada kapal patroli bea cukai 60001,50,
458,31,2007162,1nce-1-Caldaia-ore g...,mwa0000024864411,1nce-1-Caldaia-ore giorno ch 2007162,50,
459,31,3058769,Davi Leão  + João Ot...,arduinomanaus,"Experimento 03 - IoT e Novas Tecnologias
Turma: YXXXX",50,
460,31,3256508,SENSOR TEMPERATURA,mwa0000040409981,SENSOR DE TEMPERATURA Y HUMEDAD,50,
461,31,3262266,Temperature Sensor Data,mwa0000032614194,Data from a temperature sensor in degrees K,50,
462,31,2810701,Prototipo IoT Cultiv...,mwa0000036470478,"Diseño y desarrollo de un prototipo IoT destinado a monitorear los parámetros del agua de un cultivo multitrófico de Tilapia  y Langosta de Agua dulce, implementado en la Facultad de Ciencias Naturales de la Universidad de Guayaquil",50,
