N,Page,ID,Name,Author,Description,Tags,Sensors
210,14,3097793,Test - Mesure du poi...,projetcpas,Ceci est un test dans l'optique de prendre en main Thingspeak et  d'émettre un test de faisabilité,[],[]
211,15,1247016,Dew Point Measurement,mwa0000020513312,Matlab Analysis,[],[]
212,15,2084599,AirQo-G5164,airqodata02,Air quality monitor for kisumu county hospital,[],"['co', 'air quality']"
213,15,3097793,Test - Mesure du poi...,projetcpas,Ceci est un test dans l'optique de prendre en main Thingspeak et  d'émettre un test de faisabilité,[],[]
214,15,2434686,Weather Prediction,mwa0000032997204,analyzing the weather data,[],[]
215,15,677768,Lämmöt ja kosteus,vmakela,,"['cozify', 'automation', 'temperature', 'finland']","['temperature', 'temp', 'co']"
216,15,1739561,AirQo_G574,airqodata02,Vanguard Primary School,[],[]
217,15,2073499,Imu,mwa0000027677178,sensor updates,[],[]
218,15,1324552,Prueba1,mwa0000021820998,prueba de IOT,[],[]
219,15,641872,M6113506 - Dew Point...,nondevtech,Dew Point from weather station,[],[]
220,15,930426,AIRQO-71 UNIT ACTIVE,airqodata02,AirQo gen3 unit at Agenda wakiso,[],[]
221,15,2539216,AIRQO_G5337,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,[],[]
222,15,828406,Torppafy,lastu72,Cozify channel for temperatures of home,[],"['temperature', 'temp', 'co']"
223,15,2442950,IOT-CSE,mwa0000033092783,IOT LAB WORKS,[],[]
224,15,1035718,John Fernihough Week...,mwa0000017654309,"C19374606
Week 5/6/7
Temperature Conversion and avg. Humidity are on seperate channels",[],"['temperature', 'temp', 'humidity', 'co']"
225,15,1371829,AIRQO-G514 UNIT ACTIVE,airqodata02,"AirQo generation 5 monitor,Kitukutwe",[],[]
226,16,1035718,John Fernihough Week...,mwa0000017654309,"C19374606
Week 5/6/7
Temperature Conversion and avg. Humidity are on seperate channels",[],"['temperature', 'temp', 'humidity', 'co']"
227,16,1371829,AIRQO-G514 UNIT ACTIVE,airqodata02,"AirQo generation 5 monitor,Kitukutwe",[],[]
228,16,2532495,AIRQO_G5326,airqodata02,GEN 6 DEVICE FOR GAS SENSORING,[],['gas']
229,16,1375492,AIRQO-G524 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,[],[]
230,16,1361942,Lämpötilat ulkona ja...,tidenberg,Lämpötilat ulkona ja kasvihuoneessa,[],[]
231,16,1276966,Ulkoilman lämpötila,jarskim,Ulkoilman lämpötila etuportaalla,[],[]
232,16,2874906,airqo_g5481,airqodata02,Ruti Health Center II,[],[]
233,16,2411655,Dew Point Measurement,mwa0000031767469,Test Channel 001,[],[]
234,16,1192541,BAM MUK,airqodata02,Bam Data collection channel @ Makerere university,[],['co']
235,16,718028,AIRQO-WB29 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Victoria S,[],[]
236,16,989035,Dew point Measurement,moubag,This is a test (Collect data in a channel,[],['co']
237,16,2033319,IoT_1,mwa0000019573476,IoT_CV_1_Description,[],[]
238,16,215043,Cozify,prunonen,This  is  for testing,[],[]
239,16,2963645,airqo_g5499,airqodata02,Nyabuhama Primary School,[],[]
240,16,2087733,AirQo-G5177,airqodata02,St.dominic Bukna Sec. School,[],[]
241,17,1014689,AIRQO-93 UNIT ACTIVE,airqodata02,AirQo Gen4 unit at masaka,[],[]
242,17,1379966,AIRQO-G533 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,[],[]
243,17,689525,AIRQO-WB17 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Bududa,[],[]
244,17,1393630,ALFRED 18BEE0154,alfron,To measure dew point,[],[]
245,17,1375491,AIRQO-G523 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,[],[]
246,17,1290706,B6230791 - Dew Point...,mwa0000020436300,วัดค่าอุณหภูมิจุดน้ำค้าง,[],[]
247,17,2593998,Sensor-Based Automat...,mwa0000033105018,"Supervisor for Robotics 2 
Computer Engineering assigned Project",[],['co']
248,17,3242279,Experiment - Yago Rivas,mwa0000040289044,Class Project,[],[]
249,17,2532697,AIRQO_G5331,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,[],[]
250,17,1795095,SDS011 sensor,mwa0000023022422,"UCSI University, Data Communication Assignment",[],['co']
251,17,2479801,node 2,mwa0000033446312,"humidity,and light intensity",[],"['humidity', 'light']"
252,17,1388484,PruebaBeto,lauraorona98,Esto es una prueba,[],[]
253,17,1290040,AIRQO-G504 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,[],[]
254,17,2442954,IOT LAB,mwa0000033092750,Lab Work,[],[]
255,17,1417856,Air Pollution Monito...,mwa0000022829983,,['air pollution monitoring system'],[]
256,18,1417856,Air Pollution Monito...,mwa0000022829983,,['air pollution monitoring system'],[]
257,18,1247010,Dew Point Measurement,mwa0000020513281,Matlab analysis,[],[]
258,18,1282007,Dew Point Measurement,mwa0000020853996,Matlab Analysis,[],[]
259,18,1651884,AirQo_G558,airqodata02,Airqo Gen5 Device,[],[]
260,18,2586773,Quinta do Pisão - SOLO,mwa0000034294307,"Sistema instalado em pomar jovem de maçã na Quinta do Pisão, no âmbito do projeto TEC4GREEN. 
Distribuição de dados --> H25, T25, CE25, H50, T50, CE50",[],[]
261,18,2586772,Quinta do Pisão - Es...,mwa0000034294307,"Sistema instalado em pomar jovem de maçã na Quinta do Pisão, no âmbito do projeto TEC4GREEN. 
Distribuição de dados --> PARc, Tair, Hair,WS,dirW,Rain,WL,vpd",[],['rain']
262,18,914978,Dew point measurement,phyophyo22,Dew point test,[],[]
263,18,1741916,Internet,mwa0000026564968,2022年度インターネット実践のWebアプリ作成用,[],[]
264,18,1351543,AIRQO-G510 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor Mpelerwe),[],[]
265,18,2874767,airqo_g5438,airqodata02,"st.ponsiano primary school, Salama road",[],[]
266,18,1358288,Dew Point Measurement,mwa0000020318085,First Thing We Are Doing,[],[]
267,18,755609,AIRQO-WB41 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Kabale,[],[]
268,18,1461499,DewpointB2105,darshitashah45,this channel calculates the dew point,[],[]
269,18,737276,AIRQO-WB39 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Lubaga Kabusu,[],[]
270,18,2650152,AIRQO_G5373,airqodata02,Victoria S,[],[]
271,19,2650152,AIRQO_G5373,airqodata02,Victoria S,[],[]
272,19,1454747,Mesure de la tempéra...,yannlouis,,"['dht22', 'humidité']",['dht22']
273,19,2238364,Dew Point Measurement,mwa0000030756036,USP PSI3452,[],[]
274,19,3236378,Storrady PM,mwa0000040228909,Air particulate matter levels in Storrady Office,[],[]
275,19,2547024,Dew point calculation,mwa0000033988948,description,[],[]
276,19,2442956,distance finding,mwa0000028295592,calculating distance between object and sensor,[],['distance']
277,19,3255411,WeatherTest,mwa0000018981102,Test,[],[]
278,19,1874809,Airqo_G5101,airqodata02,"Water and Environment House, Luzira Kampala",[],['water']
279,19,1909594,Dew Point,mwa0000028003499,Training exercise to measure the dew point on Mathworks weather center.,[],['rain']
280,19,2666133,Dew point measurement,mwa0000031077054,This channel depicts the dew point measured,[],[]
281,19,755614,AIRQO-44 UNIT ACTIVE,airqodata02,"AIRQO UNIT with PMS5003 at The Surgery Naguru, Kampala",[],[]
282,19,2857186,Air Quality Indexes,mwa0000030509287,This is an assignment for data communication and networks,[],['co']
283,19,2511329,Dew Point Measurement,mwa0000033724908,Temperature,[],"['temperature', 'temp']"
284,19,1371822,AIRQO-G513 UNIT ACTIVE,airqodata02,"AirQo Generation 5 monitor Nsawo, Namugongo",[],[]
285,19,1363163,Data1,mwa0000017881843,lab project,[],[]
286,20,1363163,Data1,mwa0000017881843,lab project,[],[]
287,20,1465722,IoT-Device1,mwa0000023445123,First Thing Speak Channel,[],[]
288,20,3209358,REDUCING EMERGENCY R...,mwa0000033701780,"Emergency medical services depend heavily on quick and efficient ambulance response to save lives during critical situations. However, in most urban areas, heavy traffic congestion
and slow manual traffic control systems create significant delays, preven",[],['co']
289,20,1158575,Dew Point Measurement,mwa0000019696166,Matlab Analysis,[],[]
290,20,1282019,Dew Point Measurement,mwa0000020854333,Matlab Analysis,[],[]
291,20,2084590,AirQo-G5159,airqodata02,Air quality monitor for Migosi primary school,[],['air quality']
292,20,1816655,IoT Dashboard,mwa0000019974469,Reading from BME680,[],[]
293,20,1730401,Dew Point Measurement,mwa0000012207092,Prueba,[],[]
294,20,672528,AIRQO-WB4 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Rubirizi,[],[]
295,20,1003815,Dew Point Measuring,mwa0000017654285,Liam Fleming,[],[]
296,20,2532689,AIRQO_G5330,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,[],[]
297,20,2532718,AIRQO_G5336,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED kawempe Division office,[],[]
298,20,2539357,AIRQO_G5346,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,[],[]
299,20,1375490,AIRQO-G522 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor Kirinya COU p/s,[],['co']
300,20,912222,AIRQO-67 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensors Mbuya,[],[]
301,21,2874898,airqo_g5477,airqodata02,Katukuru Primary School,[],[]
302,21,1265118,PutraBudiansyah,mwa0000020676694,TugasPBSmod10a,[],['gas']
303,21,1375499,AIRQO-G530 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,[],[]
304,21,966569,channel_bed2,mwa0000017319734,this channel presents the services of bed2,[],[]
305,21,1003910,Dew Point Measurement,mwa0000017030841,Using Channel 12397,[],[]
306,21,1379967,AIRQO-G534 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,[],[]
307,21,1069904,Dashboard,mwa0000017752288,Monitoring station,[],[]
308,21,1668194,Analytical Data (Off...,mwa0000023410537,"Data Communication assignment - IoT Analytic Project (DK, HY, William)",[],['co']
309,21,999913,Dew Point Measurement,gerryheapes,Calculation of dew point for remote location using data from sensors and Matlab.,[],[]
310,21,689753,AIRQO-WB23 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Jinja Main Street,[],[]
311,21,1373036,AIRQO-G516 UNIT ACTIVE,airqodata02,"AirQo Gen5 monitor Buto,bweyogerere",[],[]
312,21,832254,AIRQO-54 UNIT ACTIVE,airqodata02,Unit with Dual pms5003 sensors Kawempe.,[],[]
313,21,2511026,Dew Point Measurement,mwa0000023798750,This is to measure the temperature humidity and dew point,[],"['temperature', 'temp', 'humidity']"
314,21,2532699,AIRQO_G5332,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,[],[]
315,21,2532711,AIRQO_G5334,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,[],[]
316,22,1260917,pendeteksi suhu rumah,mwa0000020641911,pendeteksi suhu rumah secara realtime,[],[]
317,22,689530,AIRQO-WB18 UNIT ACTIVE,airqodata02,"Pramukh steel, Jinja, operation offices",[],[]
318,22,2869548,Weather Analysis (Sh...,mwa0000029700406,Data Communication Jan'25 Assignment,[],['co']
319,22,816482,Dew Ppoint Measureme...,ofigaroa,Example Mathworks,[],[]
320,22,1264952,RidhoPB,mwa0000020674932,Ridho Prawira Bahari - 6706184065 tugas praktikum pbs mod 10,[],['gas']
321,22,1290037,AIRQO-G501 UNIT ACTIVE,airqodata02,"AirQo Generation 5 monitor,Makerere University",[],[]
322,22,3000921,airqo_g5545,airqodata02,Bishop Stuart University Mbarara,[],[]
323,22,1951151,Airqo_G5114,airqodata02,Layibi Techo Health Centre III,[],[]
324,22,2111612,Práctica 2,mwa0000016011106,Práctica 2: Sistema de Ingeniería de la Información,[],[]
325,22,1290041,AIRQO-G505 UNIT ACTIVE,airqodata02,"AirQo Generation 5 monitor Bukasa,kirinya",[],[]
326,22,2366525,Dew Point Measurement,mwa0000027121379,Just learning,[],[]
327,22,2874829,airqo_g5455,airqodata02,Nyamityobora Health Center II,[],[]
328,22,1802399,Data Comm Assignment...,mwa0000017524090,IoT Analytic project,[],[]
329,22,689766,AIRQO-WB27 UNIT ACTIVE,airqodata02,"Pramukh steel, Jinja",[],[]
330,22,1375652,Dew Point Measurement,mwa0000020318204,Luke Mulholland (C20778135) Week 1 ThingSpeak,[],[]
331,23,1575532,AirQo_G537 Unit ACtive,airqodata02,AirQo Generation 5 monitor Busia,[],[]
332,23,2342313,Analiza date,Andrei,Analizez datele istorice captate de la senzor,[],[]
333,23,930427,AIRQO-72 UNIT ACTIVE,airqodata02,AirQo unit with Dual PMS5003 sensors Salama Road Makindye,[],[]
334,23,1375494,AIRQO-G526 UNIT ACTIVE,airqodata02,AirQo Gen5 monitor,[],[]
335,23,665232,Teploty Doma,aa226181,"Teploty vzduchu, radiátoru a venkovní teplota",[],[]
336,23,2258307,Kotimäentie,mwa0000030995813,Datalog,[],[]
337,23,1651885,AirQo_G559,airqodata02,Airqo Gen5 Deviec,[],[]
338,23,2963751,airqo_g5519,airqodata02,St. Joseph's Vocational School Mbarara,[],"['voc', 'ph']"
339,23,967593,AIRQO-82 UNIT ACTIVE,airqodata02,AirQo Gen4 unit,[],[]
340,23,1105504,ADITYA,adityabec303,18BEC0303,[],[]
341,23,912221,AIRQO-66 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensors Embassy of Sweden Loc B,[],[]
342,23,2417538,Dew Point Measurement,andresprat,Collect Data and Analyze,[],['co']
343,23,655398,Sauna + Keittiö,ruunula,Saunan tiedot,[],[]
344,23,1003913,"Humidity, Temp, Dew ...",mwa0000016265977,"previously named ThursdayFeb27

using channel 12397",[],[]
345,23,870142,AIRQO-58 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensor Kabumbi Nansana,[],[]
346,24,1379964,AIRQO-G531 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,[],[]
347,24,2084596,AirQo-G5162,airqodata02,Air quality monitor for kudho junior school,[],['air quality']
348,24,2532675,AirQo G5328,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,[],[]
349,24,689516,AIRQO-WB13 UNIT ACTIVE,airqodata02,AirQo Gen6 Steel and Tube Industries boiler area,[],[]
350,24,1373040,AIRQO-G520 UNIT ACTIVE,airqodata02,"Gen5 device, auto safety garage waigalo,makindye",[],[]
351,24,1789249,Data Communication A...,mwa0000023024955,"Analyze the relationship between air density with temperature, pressure and humidity. To discuss the importance of air density in various of application.",[],"['temperature', 'temp', 'humidity', 'pressure']"
352,24,676000,AIRQO-WB10 UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Fortportal,[],[]
353,24,1665915,Optimum Resource All...,mwa0000025770886,Creating and Testing application benchmark for optimum resource allocation in cloud,[],[]
354,24,1271430,Birdhouse2,mwa0000020729957,,['birdhouse'],[]
355,24,3145420,moisture sensor,reddy6304025716,iot project using moisture sensor,[],['moisture']
356,24,2841345,IoT lab 3,mwa0000034812782,weather station data analysis,[],[]
357,24,730016,AIRQO-WB34UNIT ACTIVE,airqodata02,AIRQO UNIT with PMS5003 Victoria S,[],[]
358,24,870144,AIRQO-60 UNIT ACTIVE,airqodata02,"AirQo unit with dual pms5003 sensor Bbina Luzira, Kampala",[],[]
359,24,1250139,Koti kosteus,klkklk,Kosteusmittareiden data,[],[]
360,24,870147,AIRQO-63 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensor Nansana town council,[],['co']
361,25,2539225,AIRQO_G5341,airqodata02,GEN 6 DEVICE WITH FOTA ENABLED,[],[]
362,25,2084584,AirQo-G5157,airqodata02,Air quality monitor for JOOTRH,[],['air quality']
363,25,1623468,Birdhouse3,mwa0000020729957,,['birdhouse'],[]
364,25,2980109,Dew Point Measurement,YuntianWu,Example of ThingSpeak tutorial,[],[]
365,25,1351535,AIRQO-G507 UNIT ACTIVE,airqodata02,AirQo Generation 5 monitor,[],[]
366,25,2084575,AirQo-G5152,airqodata02,Air quality monitor for kisumu railway station,[],['air quality']
367,25,3263452,Soil Moisture monito...,mwa0000038262483,Measurement of soil Moisture using sensors,[],"['soil', 'soil moisture', 'moisture']"
368,25,30636,30636 Iot Device Status,trickedj,IoT Data Feed,[],[]
369,25,26307,26307 Greenhouse,trickedj,Greenhouse,[],[]
370,25,21450,21450 Weather,trickedj,Iot Weather Data,[],[]
371,25,2628031,Model Node 1 Data,mwa0000026450695,"Temperature every 5 minutes, Soil Moisture every 2 hours, Analog Voltage every 20 seconds.",[],"['temperature', 'temp', 'co', 'soil', 'soil moisture', 'moisture', 'voltage']"
372,25,2874856,airqo_g5463,airqodata02,Kaburangi COU,[],['co']
373,25,1014688,AIRQO-92 UNIT ACTIVE,airqodata02,AirQo Gen4 unit,[],[]
374,25,3000994,airqo_g5570,airqodata02,Biharwe Health Center III,[],[]
375,25,967600,AIRQO-88 UNIT ACTIVE,airqodata02,AirQo Gen4 unit,[],[]
376,26,3263516,EXP 9,mwa0000034340821,UPLOADING DATA,[],[]
377,26,3263326,Hum & Tem,mwa0000030824700,Reading temperatue values and humidity values,[],"['temp', 'humidity']"
378,26,3263502,EXP-9,mwa0000034478558,DATA,[],[]
379,26,3263421,Capteur DHT CIEL,mwa0000040454706,Capteur de température et d'humidité,[],['temp']
380,26,3000918,airqo_g5544,airqodata02,St. Mary's Primary School Mbarara,[],[]
381,26,3263275,ROBO CULTURE DASHBOARD,mwa0000040454446,Agriculture station,[],[]
382,26,3263480,exp9,mwa0000034446132,uploading,[],[]
383,26,3263478,EXP_9,mwa0000034333859,uploading data,[],[]
384,26,3263465,exp9,mwa0000034446166,uploading,[],[]
385,26,3263470,EXP 9,mwa0000034446137,UPLOADING DATA,[],[]
386,26,3263469,QRNG Secure Sensor Data,mwa0000034084267,Sensor data secured using QRNG-based hashing and signing (ESP8266),[],[]
387,26,3263462,Weather Monitoring,mwa0000040455178,Measurement of weather using sensors,[],[]
388,26,1676740,"Force, Heat Index an...",mwa0000021466778,"Calculating the force generated by the wind, heat index generated by the temperature and humidity and the wind pressure",[],"['temperature', 'temp', 'humidity', 'pressure']"
389,26,1106668,weather channel,mwa0000017916745,analyzing weather,[],[]
390,26,2963719,airqo_g5505,airqodata02,"Bukasa Kira, Wakiso",[],[]
391,27,3263415,exp 9,mwa0000034446171,uploading,[],[]
392,27,1801019,SDS011 sensor (Air Q...,mwa0000023022422,"UCSI University,
Data Communication & Networks Assignment",[],['co']
393,27,3263382,exp9,mwa0000034446145,uploading,[],[]
394,27,3263376,EXP 9,mwa0000034446178,Uploading Data,[],[]
395,27,3263353,Proyecto IoT 2mnt Ja...,mwa0000040454564,Recogida de datos de los sensores de temperatura,[],"['temp', 'co']"
396,27,3248989,Optativa,Olgagarciatruji,Clase de optativa,[],[]
397,27,3263349,exp9,mwa0000034353725,Reading temperature and humidity readings,[],"['temperature', 'temp', 'humidity']"
398,27,3263343,exp9,mwa0000034333720,humidity and temperature,[],"['temperature', 'temp', 'humidity']"
399,27,3263338,exp9,mwa0000034376916,reading temp&hum,[],['temp']
400,27,3263330,exp9,mwa0000034354317,reading temp and humidity values,[],"['temp', 'humidity']"
401,27,3263322,Exp9,mwa0000034354740,Reading temperature and humidity values,[],"['temperature', 'temp', 'humidity']"
402,27,3263339,exp-9,mwa0000034363320,Reading humidity and temperature values,[],"['temperature', 'temp', 'humidity']"
403,27,3263323,Humi&Temp,mwa0000034326445,reading temperature &humidity,[],"['temperature', 'temp', 'humidity']"
404,27,3263341,Exp 9,mwa0000034363228,Reading,[],[]
